location_id,location_name,district,state,timestamp,rainfall_24h,rainfall_cumulative_3d,rainfall_intensity_trend,soil_moisture_pct,temperature_c,humidity_pct,seismic_activity,slope_angle,elevation,latitude,longitude,risk_score,risk_category
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-16 19:57:09,1.8,21.03,0.082,90.61,17.5,89.2,0.34,34.5,1525,25.5788,91.8933,42.97,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-17 19:57:09,36.94,54.25,0.669,98.0,21.2,91.2,0.2,34.5,1525,25.5788,91.8933,51.89,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-18 19:57:09,52.64,91.38,0.57,98.0,17.4,96.8,0.04,34.5,1525,25.5788,91.8933,56.89,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-19 19:57:09,21.43,111.01,0.191,94.11,20.5,88.4,0.34,34.5,1525,25.5788,91.8933,48.69,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-20 19:57:09,6.41,80.48,0.079,90.94,23.3,92.8,0.36,34.5,1525,25.5788,91.8933,41.59,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-21 19:57:09,5.75,33.59,0.166,88.17,22.4,91.3,0.3,34.5,1525,25.5788,91.8933,40.28,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-22 19:57:09,2.07,14.23,0.136,86.06,21.2,92.8,0.25,34.5,1525,25.5788,91.8933,40.84,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-23 19:57:09,15.04,22.86,0.63,83.84,19.0,87.5,0.06,34.5,1525,25.5788,91.8933,40.77,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-24 19:57:09,112.38,129.49,0.861,98.0,21.5,96.4,0.16,34.5,1525,25.5788,91.8933,69.17,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-25 19:57:09,155.97,283.39,0.548,98.0,19.9,91.4,0.36,34.5,1525,25.5788,91.8933,67.26,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-26 19:57:09,161.77,430.12,0.375,98.0,21.5,97.9,0.15,34.5,1525,25.5788,91.8933,74.73,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-27 19:57:09,32.86,350.6,0.093,98.0,21.9,97.8,0.17,34.5,1525,25.5788,91.8933,60.45,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-28 19:57:09,4.37,199.0,0.022,94.99,18.7,90.4,0.01,34.5,1525,25.5788,91.8933,49.89,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-29 19:57:09,54.14,91.37,0.586,98.0,19.8,91.0,0.05,34.5,1525,25.5788,91.8933,54.93,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-30 19:57:09,0.22,58.73,0.004,95.51,20.8,88.7,0.05,34.5,1525,25.5788,91.8933,38.53,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-08-31 19:57:09,0.4,54.76,0.007,93.07,18.6,90.8,0.15,34.5,1525,25.5788,91.8933,41.59,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-09-01 19:57:09,6.66,7.28,0.804,90.94,17.9,87.0,0.4,34.5,1525,25.5788,91.8933,45.55,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-09-02 19:57:09,52.26,59.32,0.866,98.0,22.1,95.8,0.38,34.5,1525,25.5788,91.8933,59.74,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-09-03 19:57:09,11.32,70.24,0.159,96.12,18.1,95.3,0.09,34.5,1525,25.5788,91.8933,44.23,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-09-04 19:57:09,6.14,69.72,0.087,94.2,21.0,95.4,0.33,34.5,1525,25.5788,91.8933,42.21,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-09-05 19:57:09,0.86,18.32,0.045,92.64,19.2,94.2,0.16,34.5,1525,25.5788,91.8933,38.9,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-09-06 19:57:09,0.61,7.61,0.071,89.41,21.1,87.3,0.34,34.5,1525,25.5788,91.8933,40.49,Moderate
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-09-07 19:57:09,164.06,165.53,0.985,98.0,18.1,99.1,0.14,34.5,1525,25.5788,91.8933,72.86,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-09-08 19:57:09,139.97,304.64,0.458,98.0,19.6,94.4,0.34,34.5,1525,25.5788,91.8933,71.39,High
1,Shillong Peak,East Khasi Hills,Meghalaya,2026-09-09 19:57:09,195.13,499.16,0.39,98.0,18.0,98.9,0.33,34.5,1525,25.5788,91.8933,74.31,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-12 19:57:09,57.7,144.24,0.397,58.57,23.6,78.2,0.22,42.0,1430,25.2702,91.7323,46.36,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-13 19:57:09,3.48,8.71,0.359,55.24,19.5,82.9,0.03,42.0,1430,25.2702,91.7323,34.88,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-14 19:57:09,1.95,63.13,0.03,52.58,21.5,77.2,3.84,42.0,1430,25.2702,91.7323,43.26,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-15 19:57:09,105.46,110.89,0.943,78.95,19.1,90.6,0.35,42.0,1430,25.2702,91.7323,61.18,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-16 19:57:09,178.17,285.58,0.622,98.0,19.5,89.4,0.03,42.0,1430,25.2702,91.7323,79.74,Critical
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-17 19:57:09,180.81,464.44,0.388,98.0,20.8,96.9,0.26,42.0,1430,25.2702,91.7323,75.64,Critical
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-18 19:57:09,6.34,365.32,0.017,96.27,19.2,95.6,0.23,42.0,1430,25.2702,91.7323,63.84,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-19 19:57:09,4.25,191.4,0.022,93.7,22.3,91.1,0.11,42.0,1430,25.2702,91.7323,56.67,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-20 19:57:09,17.84,28.43,0.606,91.72,18.6,92.5,0.07,42.0,1430,25.2702,91.7323,51.28,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-21 19:57:09,41.47,63.56,0.642,98.0,22.2,99.1,0.11,42.0,1430,25.2702,91.7323,58.43,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-22 19:57:09,22.62,81.93,0.273,95.93,18.9,88.7,0.11,42.0,1430,25.2702,91.7323,49.99,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-23 19:57:09,4.43,68.52,0.064,92.69,18.6,96.1,0.35,42.0,1430,25.2702,91.7323,48.58,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-24 19:57:09,3.76,30.81,0.118,90.09,19.0,87.0,0.19,42.0,1430,25.2702,91.7323,45.36,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-25 19:57:09,3.21,11.4,0.259,88.4,21.6,86.5,0.23,42.0,1430,25.2702,91.7323,42.41,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-26 19:57:09,74.6,81.57,0.903,98.0,18.6,96.9,0.32,42.0,1430,25.2702,91.7323,65.65,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-27 19:57:09,43.97,121.78,0.358,98.0,20.6,93.7,0.4,42.0,1430,25.2702,91.7323,60.67,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-28 19:57:09,50.37,168.94,0.296,98.0,21.5,96.7,0.08,42.0,1430,25.2702,91.7323,66.45,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-29 19:57:09,109.54,203.88,0.535,98.0,21.8,90.9,0.03,42.0,1430,25.2702,91.7323,72.16,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-06-30 19:57:09,80.37,240.28,0.333,98.0,20.6,95.2,0.09,42.0,1430,25.2702,91.7323,69.28,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-01 19:57:09,178.97,368.88,0.484,98.0,22.1,93.8,0.37,42.0,1430,25.2702,91.7323,80.21,Critical
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-02 19:57:09,5.0,264.34,0.019,94.85,23.5,92.4,0.26,42.0,1430,25.2702,91.7323,55.67,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-03 19:57:09,6.61,190.58,0.035,93.17,18.8,90.7,0.23,42.0,1430,25.2702,91.7323,55.99,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-04 19:57:09,18.08,29.69,0.589,89.95,22.0,95.9,0.2,42.0,1430,25.2702,91.7323,50.57,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-05 19:57:09,12.59,37.28,0.329,87.37,19.8,88.1,0.38,42.0,1430,25.2702,91.7323,52.8,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-06 19:57:09,4.6,35.27,0.127,83.49,23.8,90.9,0.02,42.0,1430,25.2702,91.7323,42.86,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-07 19:57:09,3.76,20.95,0.171,80.36,23.3,84.9,0.25,42.0,1430,25.2702,91.7323,42.12,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-08 19:57:09,0.73,9.09,0.072,77.99,19.8,89.0,0.13,42.0,1430,25.2702,91.7323,39.28,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-09 19:57:09,2.31,6.8,0.296,74.13,22.7,86.4,0.13,42.0,1430,25.2702,91.7323,34.96,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-10 19:57:09,73.06,76.1,0.948,92.39,20.3,92.5,0.26,42.0,1430,25.2702,91.7323,65.96,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-11 19:57:09,3.31,78.68,0.041,90.42,20.0,94.2,0.3,42.0,1430,25.2702,91.7323,50.73,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-12 19:57:09,45.7,122.07,0.371,98.0,23.4,93.7,0.05,42.0,1430,25.2702,91.7323,61.59,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-13 19:57:09,216.24,265.25,0.812,98.0,21.5,91.7,0.22,42.0,1430,25.2702,91.7323,79.48,Critical
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-14 19:57:09,157.32,419.26,0.374,98.0,18.4,99.2,0.18,42.0,1430,25.2702,91.7323,82.58,Critical
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-15 19:57:09,96.45,470.01,0.205,98.0,22.8,94.3,0.2,42.0,1430,25.2702,91.7323,69.49,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-16 19:57:09,64.26,318.03,0.201,98.0,23.7,91.7,0.15,42.0,1430,25.2702,91.7323,71.2,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-17 19:57:09,4.07,164.78,0.025,94.3,23.0,90.8,0.17,42.0,1430,25.2702,91.7323,60.5,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-18 19:57:09,4.06,72.39,0.055,90.75,19.5,89.7,0.4,42.0,1430,25.2702,91.7323,46.42,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-19 19:57:09,1.19,9.32,0.115,87.9,19.9,91.3,0.18,42.0,1430,25.2702,91.7323,42.41,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-20 19:57:09,22.26,27.51,0.781,84.66,21.3,87.0,0.02,42.0,1430,25.2702,91.7323,50.3,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-21 19:57:09,5.64,29.09,0.187,81.13,20.2,90.0,0.39,42.0,1430,25.2702,91.7323,41.21,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-22 19:57:09,0.3,28.2,0.01,78.38,21.4,91.1,0.18,42.0,1430,25.2702,91.7323,36.61,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-23 19:57:09,3.66,9.6,0.345,75.07,20.3,87.8,0.19,42.0,1430,25.2702,91.7323,39.2,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-24 19:57:09,2.71,6.67,0.353,71.84,21.7,88.7,0.34,42.0,1430,25.2702,91.7323,35.15,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-25 19:57:09,30.58,36.95,0.806,79.48,22.2,90.4,0.01,42.0,1430,25.2702,91.7323,50.54,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-26 19:57:09,51.03,84.32,0.598,92.24,23.4,97.3,0.17,42.0,1430,25.2702,91.7323,55.34,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-27 19:57:09,93.78,175.39,0.532,98.0,21.7,98.0,0.28,42.0,1430,25.2702,91.7323,72.78,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-28 19:57:09,206.48,351.29,0.586,98.0,18.1,97.3,0.15,42.0,1430,25.2702,91.7323,79.2,Critical
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-29 19:57:09,100.38,400.64,0.25,98.0,21.0,95.0,0.07,42.0,1430,25.2702,91.7323,72.48,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-30 19:57:09,66.6,373.46,0.178,98.0,21.6,91.7,0.06,42.0,1430,25.2702,91.7323,71.93,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-07-31 19:57:09,2.03,169.01,0.012,95.86,17.9,96.6,0.27,42.0,1430,25.2702,91.7323,52.87,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-08-01 19:57:09,38.71,107.34,0.357,98.0,19.9,95.2,0.17,42.0,1430,25.2702,91.7323,58.7,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-08-02 19:57:09,64.94,105.68,0.609,98.0,19.0,93.1,0.09,42.0,1430,25.2702,91.7323,66.39,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-08-03 19:57:09,4.6,108.25,0.042,94.02,19.6,97.7,0.11,42.0,1430,25.2702,91.7323,48.04,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-08-04 19:57:09,5.49,75.03,0.072,90.66,18.1,92.8,0.36,42.0,1430,25.2702,91.7323,49.54,Moderate
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-08-05 19:57:09,61.93,72.02,0.848,98.0,21.5,92.8,0.25,42.0,1430,25.2702,91.7323,64.33,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-08-06 19:57:09,5.77,73.19,0.078,94.85,22.9,94.5,0.26,42.0,1430,25.2702,91.7323,52.95,High
2,Cherrapunji (Sohra),East Khasi Hills,Meghalaya,2026-08-07 19:57:09,38.65,106.35,0.36,98.0,21.3,96.6,0.12,42.0,1430,25.2702,91.7323,54.97,High
